Date,NDX Close,QQQ Close,TQQQ Close,QQQ Return,Synthetic TQQQ Return,QQQ Source,TQQQ Source,NDX Classification
1958-09-15,11.5,0.24423318992793758,0.0007237937140584134,0.00877192982456143,0.02576464722132911,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-09-16,11.59,0.2461445801099823,0.0007404173811554653,0.00782608695652165,0.022967410153150267,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-09-17,11.59,0.2461445801099823,0.0007402859787277548,0.0,-0.00017747074968124272,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-09-18,11.6,0.24635695679687616,0.0007420435753111909,0.0008628127696290733,0.0023742129851724715,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-09-19,11.6,0.24635695679687616,0.0007419118842815844,0.0,-0.00017747074968124272,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-09-22,11.55,0.24529507336240688,0.0007323227542035482,-0.004310344827586188,-0.012924890787160373,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-09-23,11.64,0.2472064635444516,0.000749068936705694,0.007792207792207684,0.02286721586352756,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-09-24,11.68,0.24805597029202703,0.0007565487052668264,0.0034364261168384758,0.009985420826590787,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-09-25,11.64,0.2472064635444516,0.0007487520487784511,-0.003424657534246478,-0.01030555790274661,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-09-26,11.66,0.2476312169182393,0.0007524239101356528,0.0017182130584192379,0.004903975038454773,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-09-29,11.7,0.24848072366581472,0.0007599240632188291,0.0034305317324183626,0.009967988765567579,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-09-30,11.75,0.24954260710028403,0.0007693934746754653,0.004273504273504258,0.012460996979785255,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-10-01,11.73,0.24911785372649634,0.0007653838994104223,-0.0017021276595743373,-0.005211345555970508,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-10-02,11.77,0.24996736047407175,0.0007729668980500308,0.0034100596760442414,0.009907444676388983,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-10-03,11.81,0.2508168672216472,0.0007805985327108953,0.003398470688190436,0.009873171386921228,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-10-06,11.98,0.2544272708988428,0.0008136905115270458,0.014394580863674955,0.04239308354991086,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-10-07,11.98,0.2544272708988428,0.0008135461052619561,0.0,-0.00017747074968124272,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-10-08,11.97,0.2542148942119489,0.0008113933920452207,-0.0008347245409016102,-0.002646086316205076,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-10-09,11.97,0.2542148942119489,0.0008112493934516482,0.0,-0.00017747074968124272,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-10-10,12.05,0.2559139077070998,0.0008271401080089146,0.006683375104427736,0.019587952466326584,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-10-13,12.1,0.2569757911415691,0.0008371434615297039,0.004149377593360981,0.012093904556107805,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-10-14,12.02,0.2552767776464182,0.0008206261705006315,-0.006611570247934018,-0.019730538179071198,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-10-15,11.86,0.2518787506561165,0.0007881754281945427,-0.01331114808652245,-0.039543879384558694,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-10-16,11.94,0.25357776415126737,0.00080375866075574,0.006745362563237878,0.01977127426681263,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-10-17,12.06,0.25612628439399365,0.0008275058364777256,0.010050251256281229,0.029545156875395325,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-10-20,12.01,0.2550644009595244,0.0008172127638045084,-0.004145936981757803,-0.012438670785730655,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-10-21,12.01,0.2550644009595244,0.0008170677324426664,0.0,-0.00017747074968124272,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-10-22,11.97,0.2542148942119489,0.0008088747757934783,-0.0033305578684430515,-0.010027267414777824,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-10-23,11.94,0.25357776415126737,0.0008027358170785028,-0.0025062656641603454,-0.007589504455684013,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-10-24,11.9,0.2527282574036919,0.0007946402156938041,-0.003350083752093891,-0.010085013291373872,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-10-27,11.81,0.2508168672216472,0.0007767255506975208,-0.007563025210084007,-0.022544372462501787,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-10-28,11.85,0.25166637396922265,0.0007843678545686475,0.003386960203217715,0.009839130261987718,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-10-29,11.96,0.2540025175250551,0.0008057616454018791,0.009282700421940904,0.027275200925970064,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-10-30,12.01,0.2550644009595244,0.0008155808563848533,0.004180602006689016,0.012186247681318792,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-10-31,12.02,0.2552767776464182,0.0008174444410386793,0.0008326394671105408,0.002284978416592246,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-11-03,12.07,0.25633866108088754,0.0008273555722803544,0.004159733777038488,0.012124531948718617,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-11-05,12.18,0.25867480463672,0.0008495078694901583,0.009113504556752305,0.026774820829148067,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-11-06,12.28,0.26079857150565855,0.0008699838374298618,0.008210180623973606,0.024103329321707324,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-11-07,12.23,0.25973668807118927,0.0008593534983146038,-0.004071661237784907,-0.0122190075929023,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-11-10,12.3,0.2612233248794463,0.0008737473275067324,0.005723630417007408,0.016749602137372213,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-11-11,12.4,0.2633470917483849,0.0008946005687034232,0.008130081300813163,0.02386644346735313,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-11-12,12.42,0.26377184512217255,0.0008987090500728735,0.001612903225806317,0.004592531586923475,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-11-13,12.36,0.26249758500080944,0.0008857097320902872,-0.004830917874395935,-0.014464434269947177,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-11-14,12.42,0.26377184512217255,0.0008982680748347318,0.004854368932038611,0.014178846962430575,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-11-17,12.46,0.26462135186974806,0.0009066643406704656,0.0032206119162643265,0.009347171597163808,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-11-18,12.43,0.26398422180906644,0.0009000474861933813,-0.0024077046548958148,-0.007298019984100232,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-11-19,12.44,0.2641965984959603,0.0009020291875100533,0.0008045052292839916,0.002201774180886075,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-11-20,12.44,0.2641965984959603,0.0009018691037139118,0.0,-0.00017747074968124272,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-11-21,12.32,0.261648078253234,0.0008759805371332,-0.009646302250803762,-0.02870545900075978,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-11-24,12.17,0.2584624279498261,0.000844283362214467,-0.012175324675324672,-0.03618479358282049,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-11-25,11.93,0.2533653874643735,0.0007948933983268423,-0.019720624486442073,-0.05849927417505849,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-11-26,12.13,0.2576129212022507,0.0008341625356737919,0.0167644593461862,0.04940176560732113,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-11-28,12.27,0.2605861948187647,0.0008624871663636131,0.01154163231657046,0.033955769383651246,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-12-01,12.32,0.261648078253234,0.0008727282353897167,0.004074979625101838,0.011873879896998238,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-12-02,12.26,0.2603738181318708,0.0008600035087286045,-0.004870129870129913,-0.014580399882937075,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-12-03,12.28,0.26079857150565855,0.0008639999462670499,0.0016313213703100793,0.004647001434161178,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-12-04,12.28,0.26079857150565855,0.0008638466115488616,0.0,-0.00017747074968124272,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-12-05,12.26,0.2603738181318708,0.0008595324877231574,-0.0016286644951140072,-0.004994085486969797,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-12-08,12.26,0.2603738181318708,0.0008593799458481853,0.0,-0.00017747074968124272,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-12-09,12.34,0.2620728316270217,0.00087581164962132,0.006525285481239873,0.019120417985687126,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-12-10,12.49,0.2652584819304296,0.0009071407402439017,0.012155591572123203,0.03577149337546273,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-12-11,12.46,0.26462135186974806,0.0009005359238218021,-0.0024019215372297342,-0.007280916983536591,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-12-12,12.43,0.26398422180906644,0.000893963794653351,-0.0024077046548958148,-0.007298019984100232,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-12-15,12.46,0.26462135186974806,0.0009001860187081455,0.002413515687852197,0.006960264042021367,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-12-16,12.51,0.2656832353042173,0.0009107092934644638,0.0040128410914925805,0.011690111307682426,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-12-17,12.59,0.26738224879936817,0.0009277712214581318,0.006394884092725928,0.01873476873038412,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-12-18,12.64,0.2684441322338375,0.0009385032806987566,0.003971405877680745,0.01156757074632831,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-12-19,12.62,0.26801937886004973,0.0009339450609034837,-0.0015822784810128887,-0.004856903421667954,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-12-22,12.54,0.2663203653648989,0.0009162702766746793,-0.006339144215530723,-0.01892486503617942,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-12-23,12.47,0.2648337285566419,0.0009009813072039704,-0.005582137161084466,-0.016686091276687593,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-12-24,12.63,0.2682317555469436,0.0009350098735064498,0.012830793905372895,0.03776833773397773,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-12-29,12.77,0.2712050291634576,0.0009654953964308974,0.011084718923198622,0.032604493052165145,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-12-30,12.82,0.27226691259792696,0.0009765039924031877,0.003915426781519349,0.011402018086243951,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1958-12-31,12.89,0.27375354940618396,0.0009920993344502784,0.005460218408736228,0.015970587082507322,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-01-02,12.94,0.27481543284065324,0.001003304320953821,0.0038789759503490284,0.011294218345334702,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-01-05,12.99,0.2758773162751225,0.0010145913860878067,0.003863987635239541,0.011249891880516404,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-01-06,12.97,0.27545256290133485,0.0010097915351317732,-0.0015396458814470604,-0.0047308217099503325,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-01-07,12.81,0.27205453591103307,0.0009727721237550045,-0.012336160370085003,-0.036660449299506584,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-01-08,12.93,0.27460305615375935,0.0009995491590496105,0.00936768149882905,0.02752652408587074,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-01-09,13.02,0.2765144463358041,0.0010199476485732994,0.006960556844547661,0.020407690146109096,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-01-12,13.02,0.2765144463358041,0.001019766637699471,0.0,-0.00017747074968124272,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-01-13,12.95,0.2750278095275471,0.0010033713614677172,-0.005376344086021501,-0.016077478538364946,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-01-14,12.98,0.2756649395882287,0.0010100675130594113,0.0023166023166023564,0.006673652297489156,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-01-15,13.03,0.27672682302269797,0.0010213950935497687,0.0038520801232664326,0.011214676587356778,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-01-16,13.03,0.27672682302269797,0.001021213825796796,0.0,-0.00017747074968124272,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-01-19,13.0,0.2760896929620164,0.0010140790846544395,-0.002302379125095899,-0.006986530109685375,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-01-20,13.01,0.27630206964891024,0.001016206068320625,0.0007692307692306333,0.002097453441622333,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-01-21,13.08,0.27778870645716724,0.0010321958253036436,0.005380476556494873,0.0157347584131671,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-01-22,13.07,0.2775763297702734,0.0010296788353627876,-0.0007645259938836579,-0.0024384810315578884,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-01-23,13.08,0.27778870645716724,0.0010318259931875577,0.0007651109410864443,0.0020852694559003334,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-01-26,13.02,0.2765144463358041,0.0010176450591767756,-0.004587155963302836,-0.013743532440943743,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-01-27,13.02,0.2765144463358041,0.0010174644569452135,0.0,-0.00017747074968124272,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-01-28,12.88,0.2735411727192901,0.0009849285011849908,-0.01075268817204278,-0.031977486327047985,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-01-29,12.89,0.27375354940618396,0.0009870152183658334,0.0007763975155279379,0.0021186483875044126,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-01-30,12.95,0.2750278095275471,0.0010004273300956532,0.00465477114041879,0.01358855616433776,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-02-02,12.89,0.27375354940618396,0.0009865416820309053,-0.004633204633204491,-0.013879716844021383,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-02-03,12.91,0.2741783027799717,0.0009908935195212167,0.0015515903801397446,0.00441120488832553,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-02-04,12.86,0.27311641934550235,0.000979368052472708,-0.0038729666924866013,-0.011631388056789264,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-02-05,12.8,0.27184215922413923,0.0009656807852940082,-0.00466562986003094,-0.013975611256812194,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-02-06,12.7,0.2697183923552006,0.0009431976415026079,-0.007812500000000111,-0.023282169567612598,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-02-09,12.52,0.26589561199111117,0.0009034952489235043,-0.014173228346456623,-0.042093396794179526,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-02-10,12.69,0.26950601566830673,0.0009396160300936609,0.013578274760383202,0.03997893869745712,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-02-11,12.7,0.2697183923552006,0.0009416390486312182,0.0007880220646179215,0.002153026845823558,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-02-12,12.61,0.2678070021731559,0.0009217370988818105,-0.007086614173228312,-0.021135433771930386,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-02-13,12.71,0.2699307690420945,0.0009431908579642399,0.00793021411578132,0.02327535596479333,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-02-16,12.73,0.27035552241588223,0.000947412759513491,0.0015735641227381247,0.004476190066519234,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-02-17,12.69,0.26950601566830673,0.0009384405998818626,-0.003142183817753552,-0.009470169724372122,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-02-18,12.69,0.26950601566830673,0.0009382740541250705,0.0,-0.00017747074968124272,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-02-19,12.97,0.27545256290133485,0.0009993336098830345,0.022064617809298914,0.06507646192444463,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-02-20,12.97,0.27545256290133485,0.0009991562573981071,0.0,-0.00017747074968124272,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-02-24,12.96,0.27524018621444096,0.000996700674118896,-0.0007710100231304029,-0.002457656909045594,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-02-25,12.91,0.2741783027799717,0.0009851517055019933,-0.0038580246913579863,-0.011587198561005093,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-02-26,12.93,0.27460305615375935,0.0009894904083581782,0.0015491866769943297,0.004404096173161047,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-02-27,12.95,0.2750278095275471,0.0009938412070338032,0.0015467904098995788,0.00439700944938357,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-03-02,13.02,0.2765144463358041,0.0010095523288867793,0.00540540540540535,0.01580848302704925,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-03-03,13.15,0.2792753432654243,0.0010391838155354145,0.00998463901689739,0.029351115143589426,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-03-04,13.17,0.27970009663921197,0.0010436735865787972,0.0015209125475283969,0.004320478221717902,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-03-05,13.19,0.2801248500129997,0.0010481756266651813,0.0015186028853455547,0.004313647623432368,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-03-06,13.14,0.2790629665785304,0.0010362387489985822,-0.0037907505686125553,-0.011388241972938059,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-03-09,13.13,0.2788505898916366,0.0010337225988506736,-0.0007610350076102668,-0.002428156783695586,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-03-10,13.16,0.27948771995231814,0.0010405242142584382,0.0022848438690021844,0.006579729818548098,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-03-11,13.18,0.27991247332610586,0.001045016220063474,0.001519756838905817,0.004317060327363215,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-03-12,13.23,0.28097435676057514,0.0010565550868187137,0.003793626707131903,0.011041806369799338,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-03-13,13.25,0.28139911013436286,0.0010610911733667813,0.0015117157974300355,0.004293279739653721,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-03-16,13.11,0.2784258365178488,0.0010277458674933092,-0.010566037735849187,-0.03142548605664947,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-03-17,13.22,0.2807619800736813,0.0010530661639616393,0.00839054157131991,0.024636729048677315,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-03-18,13.19,0.2801248500129997,0.001045811939516565,-0.0022692889561272134,-0.0068886691960398155,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-03-19,13.18,0.27991247332610586,0.0010432814668083399,-0.0007581501137223778,-0.0024196249943322116,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-03-20,13.19,0.2801248500129997,0.0010454372876422448,0.0007587253414262918,0.002066384674214611,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-03-23,13.06,0.2773639530833796,0.0010147793416270118,-0.009855951478392577,-0.029325475930148764,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-03-24,13.09,0.27800108314406113,0.0010214930685623277,0.0022970903522203656,0.006615947585758968,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-03-25,13.07,0.2775763297702734,0.0010166960995701686,-0.0015278838808250317,-0.004696036752271191,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-03-26,13.04,0.2769391997095918,0.001009614108327114,-0.002295332823259555,-0.006965691366426627,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-03-30,12.97,0.27545256290133485,0.0009934066801380655,-0.005368098159509005,-0.016053092023351055,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-03-31,12.97,0.27545256290133485,0.0009932303795098024,0.0,-0.00017747074968124272,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-04-01,13.03,0.27672682302269797,0.0010066426111562535,0.004626060138781751,0.013503646206502892,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-04-02,13.1,0.27821345983095497,0.0010224573032226265,0.005372217958557135,0.015710334423661845,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-04-03,13.2,0.2803372266998935,0.0010453584172621674,0.007633587786259444,0.0223981128281442,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-04-06,13.24,0.28118673344746903,0.0010545412133796152,0.003030303030303161,0.008784351822122692,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-04-07,13.22,0.2807619800736813,0.0010496430333832337,-0.0015105740181269312,-0.004644844539251115,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-04-08,13.15,0.2792753432654243,0.001033019906159166,-0.005295007564296461,-0.015836933791183488,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-04-09,13.14,0.2790629665785304,0.0010305133399298118,-0.0007604562737644205,-0.0024264452353814714,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-04-10,13.16,0.27948771995231814,0.0010349691779189102,0.0015220700152207556,0.004323901318348101,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-04-13,13.2,0.2803372266998935,0.0010440889034308866,0.003039513677811412,0.008811591404407014,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
1959-04-14,13.27,0.2818238635081506,0.0010602782523184994,0.005303030303030365,0.015505718750975152,Synthetic QQQ from NDX,Synthetic fitted TQQQ,Vendor reconstructed pre-1985 NDX
